model,n_features,n_splits,scorer,outliers,scores
GradientBoostingRegressor,13,4,r2_score,yes,[-2.95492924e-01 -6.08002634e-01 -6.34111585e-01 -3.95910454e+02]
GradientBoostingRegressor,13,4,r2_score,no,[  -0.18900351   -0.69709396   -1.10126012 -164.05395829]
GradientBoostingRegressor,13,4,mae,yes,[-0.6372597  -0.64658783 -1.54862985 -0.70877141]
GradientBoostingRegressor,13,4,mae,no,[-0.53881345 -0.38287411 -1.7303791  -0.41082797]
GradientBoostingRegressor,13,4,mse,yes,[2.95492924e-01 6.08002634e-01 6.34111585e-01 3.95910454e+02]
GradientBoostingRegressor,13,4,mse,no,[  0.18900351   0.69709396   1.10126012 164.05395829]
GradientBoostingRegressor,14,4,r2_score,yes,[-2.99993403e-01 -6.00355177e-01 -6.87563732e-01 -3.77546322e+02]
GradientBoostingRegressor,14,4,r2_score,no,[-1.61137994e-01 -7.10329367e-01 -1.09274784e+00 -2.24672831e+02]
GradientBoostingRegressor,14,4,mae,yes,[-0.63849345 -0.65046404 -1.56675615 -0.6930274 ]
GradientBoostingRegressor,14,4,mae,no,[-0.54300676 -0.38940456 -1.72299987 -0.48903517]
GradientBoostingRegressor,14,4,mse,yes,[2.99993403e-01 6.00355177e-01 6.87563732e-01 3.77546322e+02]
GradientBoostingRegressor,14,4,mse,no,[1.61137994e-01 7.10329367e-01 1.09274784e+00 2.24672831e+02]
GradientBoostingRegressor,15,4,r2_score,yes,[ -0.30035977  -0.58302533  -0.64246499 -27.90002261]
GradientBoostingRegressor,15,4,r2_score,no,[ -0.15834208  -0.74704147  -1.10850159 -39.4049695 ]
GradientBoostingRegressor,15,4,mae,yes,[-0.63999156 -0.64850096 -1.54101279 -0.18214059]
GradientBoostingRegressor,15,4,mae,no,[-0.54170244 -0.39012724 -1.72971228 -0.16159   ]
GradientBoostingRegressor,15,4,mse,yes,[ 0.30035977  0.58302533  0.64246499 27.90002261]
GradientBoostingRegressor,15,4,mse,no,[ 0.15834208  0.74704147  1.10850159 39.4049695 ]
GradientBoostingRegressor,2,5,r2_score,yes,[-6.2968749  -1.06200266 -0.09623241 -0.52906531 -7.71541346]
GradientBoostingRegressor,2,5,r2_score,no,[ -6.45387791  -0.79445017   0.10175375  -1.1240507  -16.19923986]
GradientBoostingRegressor,2,5,mae,yes,[-0.14878271 -1.02932467 -0.37879277 -1.3959544  -0.08438805]
GradientBoostingRegressor,2,5,mae,no,[-0.12410368 -0.80526083 -0.57604578 -1.72825708 -0.11612441]
GradientBoostingRegressor,2,5,mse,yes,[6.2968749  1.06200266 0.09623241 0.52906531 7.71541346]
GradientBoostingRegressor,2,5,mse,no,[ 6.45387791  0.79445017 -0.10175375  1.1240507  16.19923986]
GradientBoostingRegressor,3,5,r2_score,yes,[-10.23559332  -1.07230654  -0.12865377  -0.62057482  -4.5901761 ]
GradientBoostingRegressor,3,5,r2_score,no,[ -9.87303237  -0.81175824   0.08068713  -1.0210914  -10.71920369]
GradientBoostingRegressor,3,5,mae,yes,[-0.17959062 -1.03674911 -0.39085073 -1.48333481 -0.08839865]
GradientBoostingRegressor,3,5,mae,no,[-0.15200983 -0.80926341 -0.58354969 -1.63220056 -0.10697112]
GradientBoostingRegressor,3,5,mse,yes,[10.23559332  1.07230654  0.12865377  0.62057482  4.5901761 ]
GradientBoostingRegressor,3,5,mse,no,[ 9.87303237  0.81175824 -0.08068713  1.0210914  10.71920369]
GradientBoostingRegressor,4,5,r2_score,yes,[-10.99634011  -1.02397682  -0.13365127  -0.53709311 -20.17985837]
GradientBoostingRegressor,4,5,r2_score,no,[ -9.67392429  -0.83054634  -0.27856551  -0.96646569 -47.8725697 ]
GradientBoostingRegressor,4,5,mae,yes,[-0.16709062 -1.03612109 -0.39308777 -1.3896833  -0.15773787]
GradientBoostingRegressor,4,5,mae,no,[-0.14149104 -0.82943557 -0.5985541  -1.66999016 -0.2629181 ]
GradientBoostingRegressor,4,5,mse,yes,[10.99634011  1.02397682  0.13365127  0.53709311 20.17985837]
GradientBoostingRegressor,4,5,mse,no,[ 9.67392429  0.83054634  0.27856551  0.96646569 47.8725697 ]
GradientBoostingRegressor,5,5,r2_score,yes,"[-1.26578609e+01 -9.58763788e-01 -1.77054145e-02 -7.28933893e-01
 -4.25018512e+01]"
GradientBoostingRegressor,5,5,r2_score,no,[-37.63936615  -0.81650739  -0.13257506  -1.0989208  -38.60408551]
GradientBoostingRegressor,5,5,mae,yes,[-0.18896465 -1.02947514 -0.30887215 -1.66946393 -0.2261803 ]
GradientBoostingRegressor,5,5,mae,no,[-0.27366264 -0.837108   -0.5413172  -1.76554321 -0.23297436]
GradientBoostingRegressor,5,5,mse,yes,"[1.26578609e+01 9.58763788e-01 1.77054145e-02 7.28933893e-01
 4.25018512e+01]"
GradientBoostingRegressor,5,5,mse,no,[37.63936615  0.81650739  0.13257506  1.0989208  38.60408551]
GradientBoostingRegressor,6,5,r2_score,yes,"[-7.56581594e+00 -1.07938773e+00 -7.90274616e-02 -6.96788848e-01
 -5.47450930e+02]"
GradientBoostingRegressor,6,5,r2_score,no,"[-3.35646220e+01 -8.28272767e-01 -1.86402336e-01 -1.11739320e+00
 -6.38177084e+02]"
GradientBoostingRegressor,6,5,mae,yes,[-0.15373783 -1.0392627  -0.3256362  -1.65438277 -0.79604194]
GradientBoostingRegressor,6,5,mae,no,[-0.26442692 -0.83620427 -0.62465498 -1.76992663 -0.79989788]
GradientBoostingRegressor,6,5,mse,yes,"[7.56581594e+00 1.07938773e+00 7.90274616e-02 6.96788848e-01
 5.47450930e+02]"
GradientBoostingRegressor,6,5,mse,no,"[3.35646220e+01 8.28272767e-01 1.86402336e-01 1.11739320e+00
 6.38177084e+02]"
GradientBoostingRegressor,7,5,r2_score,yes,"[-6.25453723e+00 -1.07815030e+00 -3.33069754e-01 -7.57750778e-01
 -6.45031062e+02]"
GradientBoostingRegressor,7,5,r2_score,no,"[-3.15044250e+01 -8.25932682e-01 -2.14003966e-01 -1.04733550e+00
 -5.58743536e+02]"
GradientBoostingRegressor,7,5,mae,yes,[-0.14735656 -1.03754739 -0.42066122 -1.71281515 -0.89724665]
GradientBoostingRegressor,7,5,mae,no,[-0.25300893 -0.83588128 -0.57161079 -1.73608591 -0.7583191 ]
GradientBoostingRegressor,7,5,mse,yes,"[6.25453723e+00 1.07815030e+00 3.33069754e-01 7.57750778e-01
 6.45031062e+02]"
GradientBoostingRegressor,7,5,mse,no,"[3.15044250e+01 8.25932682e-01 2.14003966e-01 1.04733550e+00
 5.58743536e+02]"
GradientBoostingRegressor,8,5,r2_score,yes,"[-1.36371779e+01 -1.07212598e+00 -1.02386700e-01 -7.39810773e-01
 -7.60862560e+02]"
GradientBoostingRegressor,8,5,r2_score,no,"[-4.03534654e+01 -8.32026977e-01 -1.76197434e-01 -9.62754271e-01
 -4.24158264e+02]"
GradientBoostingRegressor,8,5,mae,yes,[-0.20358174 -1.03223331 -0.50454259 -1.66555558 -1.00264153]
GradientBoostingRegressor,8,5,mae,no,[-0.2897362  -0.83666415 -0.56253461 -1.73430412 -0.65540744]
GradientBoostingRegressor,8,5,mse,yes,"[1.36371779e+01 1.07212598e+00 1.02386700e-01 7.39810773e-01
 7.60862560e+02]"
GradientBoostingRegressor,8,5,mse,no,"[4.03534654e+01 8.32026977e-01 1.76197434e-01 9.62754271e-01
 4.24158264e+02]"
GradientBoostingRegressor,9,5,r2_score,yes,"[-1.62488680e+01 -1.04203215e+00 -7.31104727e-02 -6.04743987e-01
 -5.22189926e+02]"
GradientBoostingRegressor,9,5,r2_score,no,"[-3.63125733e+01 -8.13723858e-01 -1.97204746e-02 -9.05512092e-01
 -2.38473062e+02]"
GradientBoostingRegressor,9,5,mae,yes,[-0.22545391 -1.03101026 -0.47616618 -1.57221835 -0.8575074 ]
GradientBoostingRegressor,9,5,mae,no,[-0.27176003 -0.83153834 -0.55815598 -1.68003774 -0.50228491]
GradientBoostingRegressor,9,5,mse,yes,"[1.62488680e+01 1.04203215e+00 7.31104727e-02 6.04743987e-01
 5.22189926e+02]"
GradientBoostingRegressor,9,5,mse,no,"[3.63125733e+01 8.13723858e-01 1.97204746e-02 9.05512092e-01
 2.38473062e+02]"
GradientBoostingRegressor,10,5,r2_score,yes,[ -14.03435672   -0.78635547   -0.5834559    -0.66000927 -441.66645526]
GradientBoostingRegressor,10,5,r2_score,no,"[-4.07773329e+01 -7.14182161e-01 -1.60589882e-01 -9.11801223e-01
 -3.08660971e+02]"
GradientBoostingRegressor,10,5,mae,yes,[-0.21695679 -0.9899379  -0.47250846 -1.64628241 -0.81503598]
GradientBoostingRegressor,10,5,mae,no,[-0.28950881 -0.80082034 -0.47613301 -1.74862704 -0.61770624]
GradientBoostingRegressor,10,5,mse,yes,[ 14.03435672   0.78635547   0.5834559    0.66000927 441.66645526]
GradientBoostingRegressor,10,5,mse,no,"[4.07773329e+01 7.14182161e-01 1.60589882e-01 9.11801223e-01
 3.08660971e+02]"
GradientBoostingRegressor,11,5,r2_score,yes,[ -14.56038461   -0.88737044   -0.68486131   -0.69411255 -524.33444327]
GradientBoostingRegressor,11,5,r2_score,no,"[-3.48887612e+01 -7.55066193e-01 -1.69856220e-01 -9.31260566e-01
 -2.82147104e+02]"
GradientBoostingRegressor,11,5,mae,yes,[-0.22184181 -1.01608679 -0.47581574 -1.75862214 -0.88991167]
GradientBoostingRegressor,11,5,mae,no,[-0.2651559  -0.80634253 -0.4818668  -1.74801933 -0.58904354]
GradientBoostingRegressor,11,5,mse,yes,[ 14.56038461   0.88737044   0.68486131   0.69411255 524.33444327]
GradientBoostingRegressor,11,5,mse,no,"[3.48887612e+01 7.55066193e-01 1.69856220e-01 9.31260566e-01
 2.82147104e+02]"
GradientBoostingRegressor,12,5,r2_score,yes,[ -12.33931898   -0.90682615   -0.7970018    -0.69139506 -407.3186987 ]
GradientBoostingRegressor,12,5,r2_score,no,"[-4.22583468e+01 -7.61458504e-01 -1.93187378e-01 -9.58336213e-01
 -3.31091968e+02]"
GradientBoostingRegressor,12,5,mae,yes,[-0.20133533 -1.01106435 -0.4942809  -1.74316427 -0.80047882]
GradientBoostingRegressor,12,5,mae,no,[-0.30971284 -0.80539099 -0.47680143 -1.75286085 -0.6382664 ]
GradientBoostingRegressor,12,5,mse,yes,[ 12.33931898   0.90682615   0.7970018    0.69139506 407.3186987 ]
GradientBoostingRegressor,12,5,mse,no,"[4.22583468e+01 7.61458504e-01 1.93187378e-01 9.58336213e-01
 3.31091968e+02]"
GradientBoostingRegressor,13,5,r2_score,yes,[ -21.79635039   -0.96731121   -0.69287993   -0.79355736 -371.67887032]
GradientBoostingRegressor,13,5,r2_score,no,"[-4.09645842e+01 -7.60513628e-01 -2.09129680e-01 -9.55546607e-01
 -2.16014703e+02]"
GradientBoostingRegressor,13,5,mae,yes,[-0.23784684 -1.01929306 -0.49913322 -1.81475153 -0.71387912]
GradientBoostingRegressor,13,5,mae,no,[-0.27345954 -0.81393283 -0.47860428 -1.74145814 -0.50298497]
GradientBoostingRegressor,13,5,mse,yes,[ 21.79635039   0.96731121   0.69287993   0.79355736 371.67887032]
GradientBoostingRegressor,13,5,mse,no,"[4.09645842e+01 7.60513628e-01 2.09129680e-01 9.55546607e-01
 2.16014703e+02]"
GradientBoostingRegressor,14,5,r2_score,yes,[ -21.65188578   -0.96749003   -0.68280667   -0.7951659  -376.02522331]
GradientBoostingRegressor,14,5,r2_score,no,"[-4.03749570e+01 -7.74959603e-01 -2.07613371e-01 -9.60814443e-01
 -2.72668582e+02]"
GradientBoostingRegressor,14,5,mae,yes,[-0.23410355 -1.02040186 -0.50119752 -1.81568234 -0.72100156]
GradientBoostingRegressor,14,5,mae,no,[-0.26877002 -0.81482669 -0.48013535 -1.7327998  -0.55349271]
GradientBoostingRegressor,14,5,mse,yes,[ 21.65188578   0.96749003   0.68280667   0.7951659  376.02522331]
GradientBoostingRegressor,14,5,mse,no,"[4.03749570e+01 7.74959603e-01 2.07613371e-01 9.60814443e-01
 2.72668582e+02]"
GradientBoostingRegressor,15,5,r2_score,yes,[-21.5678667   -0.97951417  -0.73971908  -0.87931567 -36.35299872]
GradientBoostingRegressor,15,5,r2_score,no,[-40.63247347  -0.7804247   -0.20547255  -0.93047718 -10.40133392]
GradientBoostingRegressor,15,5,mae,yes,[-0.23220788 -1.01968043 -0.6326345  -1.90764983 -0.18880668]
GradientBoostingRegressor,15,5,mae,no,[-0.27083618 -0.81766973 -0.4808586  -1.7144527  -0.10106875]
GradientBoostingRegressor,15,5,mse,yes,[21.5678667   0.97951417  0.73971908  0.87931567 36.35299872]
GradientBoostingRegressor,15,5,mse,no,[40.63247347  0.7804247   0.20547255  0.93047718 10.40133392]
DecisionTreeRegressor,2,2,r2_score,yes,[-0.43410083 -0.073742  ]
DecisionTreeRegressor,2,2,r2_score,no,[-0.36598905 -0.11688831]
DecisionTreeRegressor,2,2,mae,yes,[-0.63545701 -0.7097744 ]
DecisionTreeRegressor,2,2,mae,no,[-0.52281406 -0.81735412]
DecisionTreeRegressor,2,2,mse,yes,[0.43410083 0.073742  ]
DecisionTreeRegressor,2,2,mse,no,[0.36598905 0.11688831]
DecisionTreeRegressor,3,2,r2_score,yes,[-0.45360602 -0.12252288]
DecisionTreeRegressor,3,2,r2_score,no,[-0.46306061 -0.11899645]
DecisionTreeRegressor,3,2,mae,yes,[-0.65312204 -0.75248702]
DecisionTreeRegressor,3,2,mae,no,[-0.60903623 -0.81087709]
DecisionTreeRegressor,3,2,mse,yes,[0.45360602 0.12252288]
DecisionTreeRegressor,3,2,mse,no,[0.46306061 0.11899645]
DecisionTreeRegressor,4,2,r2_score,yes,[-0.47104401 -0.33743214]
DecisionTreeRegressor,4,2,r2_score,no,[-0.46102227 -0.04223899]
DecisionTreeRegressor,4,2,mae,yes,[-0.65321342 -0.96259532]
DecisionTreeRegressor,4,2,mae,no,[-0.61459624 -0.82061499]
DecisionTreeRegressor,4,2,mse,yes,[0.47104401 0.33743214]
DecisionTreeRegressor,4,2,mse,no,[0.46102227 0.04223899]
DecisionTreeRegressor,5,2,r2_score,yes,[-0.46486361 -1.04565337]
DecisionTreeRegressor,5,2,r2_score,no,[-0.42808519 -0.82130642]
DecisionTreeRegressor,5,2,mae,yes,[-0.64522063 -1.21682832]
DecisionTreeRegressor,5,2,mae,no,[-0.57136165 -1.20390213]
DecisionTreeRegressor,5,2,mse,yes,[0.46486361 1.04565337]
DecisionTreeRegressor,5,2,mse,no,[0.42808519 0.82130642]
DecisionTreeRegressor,6,2,r2_score,yes,[-0.45539041 -0.96881466]
DecisionTreeRegressor,6,2,r2_score,no,[-0.36137563 -0.85944367]
DecisionTreeRegressor,6,2,mae,yes,[-0.63983411 -1.18655192]
DecisionTreeRegressor,6,2,mae,no,[-0.54474406 -1.22132577]
DecisionTreeRegressor,6,2,mse,yes,[0.45539041 0.96881466]
DecisionTreeRegressor,6,2,mse,no,[0.36137563 0.85944367]
DecisionTreeRegressor,7,2,r2_score,yes,[-0.43870746 -1.00766167]
DecisionTreeRegressor,7,2,r2_score,no,[-0.37121341 -0.85633811]
DecisionTreeRegressor,7,2,mae,yes,[-0.63083189 -1.20542654]
DecisionTreeRegressor,7,2,mae,no,[-0.55880435 -1.21628602]
DecisionTreeRegressor,7,2,mse,yes,[0.43870746 1.00766167]
DecisionTreeRegressor,7,2,mse,no,[0.37121341 0.85633811]
DecisionTreeRegressor,8,2,r2_score,yes,[-0.44717929 -1.01831706]
DecisionTreeRegressor,8,2,r2_score,no,[-0.37884134 -0.83051948]
DecisionTreeRegressor,8,2,mae,yes,[-0.63546571 -1.21237944]
DecisionTreeRegressor,8,2,mae,no,[-0.56275626 -1.20321633]
DecisionTreeRegressor,8,2,mse,yes,[0.44717929 1.01831706]
DecisionTreeRegressor,8,2,mse,no,[0.37884134 0.83051948]
DecisionTreeRegressor,9,2,r2_score,yes,[-0.43400971 -0.97299374]
DecisionTreeRegressor,9,2,r2_score,no,[-0.38735232 -0.74778672]
DecisionTreeRegressor,9,2,mae,yes,[-0.63267455 -1.17692864]
DecisionTreeRegressor,9,2,mae,no,[-0.5677198  -1.17894649]
DecisionTreeRegressor,9,2,mse,yes,[0.43400971 0.97299374]
DecisionTreeRegressor,9,2,mse,no,[0.38735232 0.74778672]
DecisionTreeRegressor,10,2,r2_score,yes,[-0.29106242 -0.35269129]
DecisionTreeRegressor,10,2,r2_score,no,[-0.28855124 -0.88872531]
DecisionTreeRegressor,10,2,mae,yes,[-0.60231113 -0.86951236]
DecisionTreeRegressor,10,2,mae,no,[-0.54322791 -1.39375548]
DecisionTreeRegressor,10,2,mse,yes,[0.29106242 0.35269129]
DecisionTreeRegressor,10,2,mse,no,[0.28855124 0.88872531]
DecisionTreeRegressor,11,2,r2_score,yes,[-0.37899371 -0.36349339]
DecisionTreeRegressor,11,2,r2_score,no,[-0.20528494 -0.90089981]
DecisionTreeRegressor,11,2,mae,yes,[-0.61932787 -0.87755629]
DecisionTreeRegressor,11,2,mae,no,[-0.51116065 -1.39292253]
DecisionTreeRegressor,11,2,mse,yes,[0.37899371 0.36349339]
DecisionTreeRegressor,11,2,mse,no,[0.20528494 0.90089981]
DecisionTreeRegressor,12,2,r2_score,yes,[-0.37140422 -0.27508319]
DecisionTreeRegressor,12,2,r2_score,no,[-0.21771619 -0.90156355]
DecisionTreeRegressor,12,2,mae,yes,[-0.62129235 -0.80369167]
DecisionTreeRegressor,12,2,mae,no,[-0.52886545 -1.39073373]
DecisionTreeRegressor,12,2,mse,yes,[0.37140422 0.27508319]
DecisionTreeRegressor,12,2,mse,no,[0.21771619 0.90156355]
DecisionTreeRegressor,13,2,r2_score,yes,[-0.36663634 -0.82089009]
DecisionTreeRegressor,13,2,r2_score,no,[-0.36036127 -0.90219676]
DecisionTreeRegressor,13,2,mae,yes,[-0.61876007 -1.36990687]
DecisionTreeRegressor,13,2,mae,no,[-0.53259664 -1.39529788]
DecisionTreeRegressor,13,2,mse,yes,[0.36663634 0.82089009]
DecisionTreeRegressor,13,2,mse,no,[0.36036127 0.90219676]
DecisionTreeRegressor,14,2,r2_score,yes,[-0.35911936 -0.51639343]
DecisionTreeRegressor,14,2,r2_score,no,[-0.25458593 -0.8928765 ]
DecisionTreeRegressor,14,2,mae,yes,[-0.6161473  -0.95623201]
DecisionTreeRegressor,14,2,mae,no,[-0.53472499 -1.38808773]
DecisionTreeRegressor,14,2,mse,yes,[0.35911936 0.51639343]
DecisionTreeRegressor,14,2,mse,no,[0.25458593 0.8928765 ]
DecisionTreeRegressor,15,2,r2_score,yes,[-0.35577639 -0.52150117]
DecisionTreeRegressor,15,2,r2_score,no,[-0.31449283 -0.89458424]
DecisionTreeRegressor,15,2,mae,yes,[-0.61299501 -0.95754167]
DecisionTreeRegressor,15,2,mae,no,[-0.51443202 -1.39147997]
DecisionTreeRegressor,15,2,mse,yes,[0.35577639 0.52150117]
DecisionTreeRegressor,15,2,mse,no,[0.31449283 0.89458424]
DecisionTreeRegressor,2,3,r2_score,yes,[  -0.51747925   -0.3127016  -173.61707215]
DecisionTreeRegressor,2,3,r2_score,no,[-0.34034237 -0.25816588 -0.04507815]
DecisionTreeRegressor,2,3,mae,yes,[-0.75246442 -1.06197622 -0.13932297]
DecisionTreeRegressor,2,3,mae,no,[-0.56849363 -1.0976173  -0.16124859]
DecisionTreeRegressor,2,3,mse,yes,[  0.51747925   0.3127016  173.61707215]
DecisionTreeRegressor,2,3,mse,no,[0.34034237 0.25816588 0.04507815]
DecisionTreeRegressor,3,3,r2_score,yes,[  -0.53185801   -0.27870531 -175.05027102]
DecisionTreeRegressor,3,3,r2_score,no,[-0.39088274 -0.34430925 -0.0432973 ]
DecisionTreeRegressor,3,3,mae,yes,[-0.76300676 -1.04551593 -0.15874368]
DecisionTreeRegressor,3,3,mae,no,[-0.61263274 -1.12530363 -0.15629793]
DecisionTreeRegressor,3,3,mse,yes,[  0.53185801   0.27870531 175.05027102]
DecisionTreeRegressor,3,3,mse,no,[0.39088274 0.34430925 0.0432973 ]
DecisionTreeRegressor,4,3,r2_score,yes,[  -0.53884042   -0.28996894 -173.80717237]
DecisionTreeRegressor,4,3,r2_score,no,[-0.38108489 -0.61650583 -5.98823376]
DecisionTreeRegressor,4,3,mae,yes,[-0.75881746 -1.0532801  -0.14074291]
DecisionTreeRegressor,4,3,mae,no,[-0.60243455 -1.31578271 -0.81733507]
DecisionTreeRegressor,4,3,mse,yes,[  0.53884042   0.28996894 173.80717237]
DecisionTreeRegressor,4,3,mse,no,[0.38108489 0.61650583 5.98823376]
DecisionTreeRegressor,5,3,r2_score,yes,[  -0.61930706   -0.42341293 -234.91953843]
DecisionTreeRegressor,5,3,r2_score,no,[-0.36121687 -0.59805576 -1.12103275]
DecisionTreeRegressor,5,3,mae,yes,[-0.77925243 -1.15141117 -0.22637956]
DecisionTreeRegressor,5,3,mae,no,[-0.58874511 -1.30050309 -0.27391626]
DecisionTreeRegressor,5,3,mse,yes,[  0.61930706   0.42341293 234.91953843]
DecisionTreeRegressor,5,3,mse,no,[0.36121687 0.59805576 1.12103275]
DecisionTreeRegressor,6,3,r2_score,yes,[-5.19269376e-01 -4.95416676e-01 -1.61165654e+03]
DecisionTreeRegressor,6,3,r2_score,no,[ -0.34674897  -0.610632   -10.30513462]
DecisionTreeRegressor,6,3,mae,yes,[-0.72729333 -1.17080981 -0.96641447]
DecisionTreeRegressor,6,3,mae,no,[-0.60288334 -1.3476617  -1.43618533]
DecisionTreeRegressor,6,3,mse,yes,[5.19269376e-01 4.95416676e-01 1.61165654e+03]
DecisionTreeRegressor,6,3,mse,no,[ 0.34674897  0.610632   10.30513462]
DecisionTreeRegressor,7,3,r2_score,yes,[-5.18590662e-01 -5.15412137e-01 -1.61048373e+03]
DecisionTreeRegressor,7,3,r2_score,no,[ -0.31394201  -0.60078028 -10.30441685]
DecisionTreeRegressor,7,3,mae,yes,[-0.72768727 -1.17795955 -0.95426694]
DecisionTreeRegressor,7,3,mae,no,[-0.55580067 -1.34898329 -1.43499802]
DecisionTreeRegressor,7,3,mse,yes,[5.18590662e-01 5.15412137e-01 1.61048373e+03]
DecisionTreeRegressor,7,3,mse,no,[ 0.31394201  0.60078028 10.30441685]
DecisionTreeRegressor,8,3,r2_score,yes,[-5.37628497e-01 -5.28692027e-01 -1.61267963e+03]
DecisionTreeRegressor,8,3,r2_score,no,[ -0.34878705  -0.61360415 -11.32837222]
DecisionTreeRegressor,8,3,mae,yes,[-0.7262144  -1.18515927 -0.97434915]
DecisionTreeRegressor,8,3,mae,no,[-0.58417253 -1.35354172 -1.53785971]
DecisionTreeRegressor,8,3,mse,yes,[5.37628497e-01 5.28692027e-01 1.61267963e+03]
DecisionTreeRegressor,8,3,mse,no,[ 0.34878705  0.61360415 11.32837222]
DecisionTreeRegressor,9,3,r2_score,yes,[-5.67605685e-01 -4.22321990e-01 -1.37502954e+03]
DecisionTreeRegressor,9,3,r2_score,no,[-0.28814078 -0.3809495  -0.05746761]
DecisionTreeRegressor,9,3,mae,yes,[-0.73743879 -1.1184906  -0.7673713 ]
DecisionTreeRegressor,9,3,mae,no,[-0.54652125 -1.29006109 -0.18710095]
DecisionTreeRegressor,9,3,mse,yes,[5.67605685e-01 4.22321990e-01 1.37502954e+03]
DecisionTreeRegressor,9,3,mse,no,[0.28814078 0.3809495  0.05746761]
DecisionTreeRegressor,10,3,r2_score,yes,[-4.64549568e-01 -5.62059314e-01 -6.85529166e+02]
DecisionTreeRegressor,10,3,r2_score,no,[ -0.27889696  -0.70292298 -10.39148831]
DecisionTreeRegressor,10,3,mae,yes,[-0.71786814 -1.32834216 -0.67382775]
DecisionTreeRegressor,10,3,mae,no,[-0.57733135 -1.32513987 -1.21567906]
DecisionTreeRegressor,10,3,mse,yes,[4.64549568e-01 5.62059314e-01 6.85529166e+02]
DecisionTreeRegressor,10,3,mse,no,[ 0.27889696  0.70292298 10.39148831]
DecisionTreeRegressor,11,3,r2_score,yes,[-5.13886814e-01 -5.34511613e-01 -7.95551147e+02]
DecisionTreeRegressor,11,3,r2_score,no,[-0.24768417 -0.6935276  -9.30958127]
DecisionTreeRegressor,11,3,mae,yes,[-0.71182671 -1.31673415 -0.62529956]
DecisionTreeRegressor,11,3,mae,no,[-0.56463133 -1.30636193 -1.10335418]
DecisionTreeRegressor,11,3,mse,yes,[5.13886814e-01 5.34511613e-01 7.95551147e+02]
DecisionTreeRegressor,11,3,mse,no,[0.24768417 0.6935276  9.30958127]
DecisionTreeRegressor,12,3,r2_score,yes,[-4.89642620e-01 -6.18666860e-01 -9.43608136e+02]
DecisionTreeRegressor,12,3,r2_score,no,[-0.28834234 -0.69594983 -9.30984938]
DecisionTreeRegressor,12,3,mae,yes,[-0.70726699 -1.37071732 -0.7164925 ]
DecisionTreeRegressor,12,3,mae,no,[-0.57547263 -1.3080687  -1.10234709]
DecisionTreeRegressor,12,3,mse,yes,[4.89642620e-01 6.18666860e-01 9.43608136e+02]
DecisionTreeRegressor,12,3,mse,no,[0.28834234 0.69594983 9.30984938]
DecisionTreeRegressor,13,3,r2_score,yes,[-4.97991250e-01 -4.81234567e-01 -7.17861737e+02]
DecisionTreeRegressor,13,3,r2_score,no,[-0.27291922 -0.68928046 -6.35704597]
DecisionTreeRegressor,13,3,mae,yes,[-0.72735507 -1.21464166 -0.44944591]
DecisionTreeRegressor,13,3,mae,no,[-0.56793885 -1.30769766 -0.84410978]
